.\datasets\images\440184957.jpg	[2, 1, 1049, 1050, 1051, 57, 264, 9, 52, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4048117105.jpg	[2, 1, 104, 37, 9, 444, 152, 36, 1, 50, 99, 56, 323, 275, 1308, 7, 19, 1309, 7, 1310, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\133280430.jpg	[2, 54, 98, 545, 327, 473, 22, 14, 64, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\1358477469.jpg	[2, 1, 8, 11, 139, 246, 737, 82, 1, 738, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4542251311.jpg	[2, 1387, 10, 1, 21, 8, 1388, 46, 5, 163, 9, 1, 434, 306, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2205958052.jpg	[2, 1, 273, 28, 4, 1, 102, 9, 1, 69, 997, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\424779662.jpg	[2, 54, 43, 19, 768, 9, 41, 7, 769, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\1218456659.jpg	[2, 52, 124, 4, 1, 852, 160, 214, 499, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\3730011219.jpg	[2, 1, 8, 7, 142, 14, 39, 272, 5, 88, 4, 32, 9, 5, 366, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\1433088025.jpg	[2, 141, 10, 1, 8, 11, 69, 145, 7, 1, 8, 11, 26, 145, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4589342421.jpg	[2, 1, 8, 4, 1, 611, 83, 55, 16, 35, 1465, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2097650932.jpg	[2, 1, 49, 38, 10, 201, 1183, 6, 15, 1184, 122, 355, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\203146155.jpg	[2, 1, 12, 11, 428, 134, 109, 1058, 110, 1, 103, 77, 87, 12, 4, 1, 442, 23, 465, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4061703371.jpg	[2, 1, 8, 1301, 61, 65, 1, 269, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2537824400.jpg	[2, 86, 94, 96, 95, 16, 133, 74, 237, 1158, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\3889711490.jpg	[2, 308, 10, 1, 37, 9, 43, 944, 16, 71, 336, 265, 11, 486, 945, 946, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\139765126.jpg	[2, 1, 70, 10, 533, 60, 1, 260, 17, 534, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\1186391461.jpg	[2, 12, 1124, 1, 114, 36, 1, 1125, 586, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4543597747.jpg	[2, 13, 22, 1169, 47, 62, 101, 99, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\468608014.jpg	[2, 1, 44, 1085, 15, 579, 1086, 40, 1, 58, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4146483752.jpg	[2, 1, 20, 10, 789, 1, 327, 473, 178, 109, 4, 1, 474, 450, 137, 106, 80, 61, 135, 790, 137, 475, 476, 209, 109, 6, 328, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\230016181.jpg	[2, 1, 12, 19, 15, 68, 83, 28, 4, 1, 1451, 6, 1, 266, 11, 1, 44, 82, 31, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4477602852.jpg	[2, 13, 18, 19, 312, 14, 234, 1, 8, 296, 46, 1, 102, 281, 4, 1, 190, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4565051147.jpg	[2, 1, 175, 120, 249, 750, 139, 14, 39, 7, 29, 81, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4501314206.jpg	[2, 1, 37, 9, 73, 22, 6, 1, 575, 7, 1485, 1486, 1487, 117, 241, 1488, 1489, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4672366159.jpg	[2, 1, 8, 1272, 584, 16, 1273, 71, 127, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2588912438.jpg	[2, 517, 188, 28, 64, 7, 51, 9, 97, 10, 29, 1, 154, 240, 452, 453, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4612831165.jpg	[2, 1, 175, 311, 874, 875, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4312223365.jpg	[2, 13, 52, 14, 117, 748, 4, 749, 455, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\406248253.jpg	[2, 13, 21, 159, 39, 485, 5, 136, 57, 9, 5, 90, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\197504190.jpg	[2, 13, 52, 101, 170, 4, 5, 122, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2155529081.jpg	[2, 1, 170, 185, 1084, 11, 1, 273, 6, 5, 78, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2475162978.jpg	[2, 1, 12, 29, 1, 114, 451, 1, 104, 20, 79, 4, 5, 93, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2158500020.jpg	[2, 1, 49, 38, 56, 4, 24, 10, 33, 11, 53, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2365967839.jpg	[2, 52, 14, 183, 4, 49, 342, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4269551560.jpg	[2, 1, 599, 10, 1199, 245, 16, 1200, 107, 71, 1201, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\189721896.jpg	[2, 1, 8, 140, 212, 46, 1, 347, 230, 873, 11, 1, 25, 192, 82, 135, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\197504190.jpg	[2, 13, 49, 235, 14, 33, 64, 11, 47, 170, 114, 6, 5, 41, 93, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\248873392.jpg	[2, 1, 42, 4, 146, 28, 6, 1, 13, 528, 358, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\3798552554.jpg	[2, 1, 8, 365, 1, 1357, 4, 1, 221, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\16437914.jpg	[2, 1, 130, 513, 38, 11, 1341, 7, 26, 109, 4, 53, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4493330346.jpg	[2, 22, 4, 290, 203, 548, 968, 107, 5, 100, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\257456026.jpg	[2, 1, 12, 39, 76, 5, 1235, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\121556607.jpg	[2, 54, 22, 14, 39, 36, 1, 89, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\3852752203.jpg	[2, 54, 22, 940, 5, 941, 65, 1, 358, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\254166641.jpg	[2, 1, 12, 63, 1, 269, 178, 162, 4, 5, 274, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2225552348.jpg	[2, 188, 381, 60, 1, 123, 4, 5, 91, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\120545123.jpg	[2, 71, 18, 11, 26, 530, 263, 26, 7, 34, 530, 14, 253, 531, 532, 6, 1, 41, 936, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\241031254.jpg	[2, 308, 8, 19, 1, 24, 293, 23, 7, 26, 146, 10, 27, 6, 1, 300, 4, 5, 709, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4674137230.jpg	[2, 1, 886, 511, 887, 17, 1, 888, 30, 5, 324, 148, 16, 5, 889, 9, 147, 10, 265, 11, 890, 512, 7, 891, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2548795330.jpg	[2, 5, 457, 9, 1, 94, 752, 11, 96, 55, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\418796494.jpg	[2, 1, 1456, 1457, 210, 6, 1, 236, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\17314123.jpg	[2, 1, 42, 115, 46, 17, 5, 194, 77, 137, 178, 459, 761, 7, 762, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2335504881.jpg	[2, 5, 63, 10, 248, 11, 34, 26, 1093, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\1145810912.jpg	[2, 1, 42, 514, 1, 892, 515, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4463818813.jpg	[2, 1, 85, 12, 1442, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\1026792563.jpg	[2, 1, 37, 9, 43, 14, 245, 16, 1076, 47, 456, 421, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2434010943.jpg	[2, 1, 21, 26, 38, 19, 1, 25, 23, 7, 1, 25, 1015, 10, 55, 17, 5, 75, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2525228677.jpg	[2, 54, 22, 117, 40, 5, 88, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\198409708.jpg	[2, 1, 20, 4, 1, 24, 23, 106, 1, 1071, 1072, 27, 4, 32, 9, 41, 455, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\216696529.jpg	[2, 376, 22, 98, 6, 239, 613, 94, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2406591500.jpg	[2, 13, 21, 52, 51, 4, 193, 72, 79, 36, 1354, 155, 40, 1355, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\1255599434.jpg	[2, 54, 52, 19, 507, 857, 7, 508, 181, 101, 4, 5, 858, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4070093390.jpg	[2, 1, 262, 9, 18, 27, 4, 222, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\3723850224.jpg	[2, 1, 8, 487, 504, 36, 6, 5, 93, 17, 1, 122, 148, 505, 13, 215, 321, 1, 104, 266, 11, 254, 7, 342, 856, 216, 5, 266, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\247189554.jpg	[2, 1, 8, 4, 139, 28, 11, 35, 320, 460, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4459033855.jpg	[2, 22, 4, 663, 405, 1, 406, 407, 4, 32, 9, 1, 408, 9, 5, 664, 287, 229, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\112719695.jpg	[2, 223, 39, 36, 5, 50, 29, 1, 431, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4062894483.jpg	[2, 5, 86, 10, 28, 17, 5, 86, 243, 11, 1136, 1137, 168, 1138, 60, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\21166859.jpg	[2, 1, 37, 9, 1324, 14, 253, 6, 1, 132, 4, 32, 9, 1, 70, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\434035725.jpg	[2, 1, 8, 4, 1, 41, 225, 95, 16, 13, 12, 61, 341, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2409312675.jpg	[2, 5, 251, 615, 16, 258, 1443, 4, 5, 560, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\3793619579.jpg	[2, 1, 20, 4, 1, 25, 23, 128, 1, 179, 280, 4, 35, 81, 30, 27, 6, 1, 300, 4, 1, 122, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4265333893.jpg	[2, 1, 223, 28, 19, 1, 34, 83, 25, 624, 625, 60, 31, 162, 224, 276, 9, 382, 6, 5, 50, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\155560281.jpg	[2, 1, 42, 10, 477, 6, 5, 91, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\248482305.jpg	[2, 1, 37, 9, 18, 590, 1139, 17, 1, 1140, 4, 5, 435, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2536991887.jpg	[2, 96, 4, 68, 291, 14, 98, 6, 5, 86, 1482, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2306603691.jpg	[2, 1, 142, 10, 390, 1, 69, 329, 4, 15, 304, 78, 11, 15, 567, 8, 27, 82, 135, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2145008658.jpg	[2, 1, 8, 105, 11, 35, 344, 460, 111, 17, 131, 57, 9, 423, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2224450291.jpg	[2, 8, 4, 1, 25, 23, 11, 1, 75, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\4377820231.jpg	[2, 1, 21, 73, 38, 67, 4, 15, 68, 103, 7, 115, 271, 110, 5, 75, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
.\datasets\images\2168723623.jpg	[2, 1, 12, 11, 92, 109, 7, 34, 1370, 120, 10, 174, 1, 208, 11, 1, 1371, 82, 31, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
